id,source,language,url,headline,snippet,published_at,topic,sentiment_label,sentiment_score,sentiment_neg_score,sentiment_neu_score,sentiment_pos_score,sentiment_model,headline_sentiment_label,headline_sentiment_score,headline_sentiment_neg_score,headline_sentiment_neu_score,headline_sentiment_pos_score,headline_sentiment_model,emotion_label,emotion_intensity,entities_json,topic_label,topic_master,topic_confidence,scraped_at,emotion_label_clean,snippet_length,has_quality_snippet,has_full_analysis,is_duplicate,hour_of_day,day_of_week,time_period,headline_length,headline_word_count,entities_count,has_punctuation,question_in_headline,headline_starts_uppercase,entity_density,is_negative_security,source_label,source_lean,date,week,hour,time_of_day,sentiment_intensity,headline_intensity,sentiment_divergence
177,walla,Hebrew,https://news.walla.co.il/item/3758217,"מסתיימת האורכה שהעניק נתניהו ליועמ""שית להגשת עמדתה לבג""ץ בעניין מינוי ראש שב""כ קבוע","בהרב-מיארה הבהירה כי נתניהו יכול למנות ראש שב""כ זמני - ל-30 ימים בלבד, והוא החליט כי ש', סגנו של רונן בר - שסיים אמש את תפקידו כראש שב""כ - ימונה בינתיים לממלא מקומו",2025-06-17 10:56:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anger,0.7,"[{""name"": ""Benjamin Netanyahu"", ""type"": ""person""}, {""name"": ""Supreme Court of Israel"", ""type"": ""organization""}, {""name"": ""Shin Bet"", ""type"": ""organization""}, {""name"": ""Ronen Bar"", ""type"": ""person""}]",Shin Bet chief appointment dispute,Judicial & Legal,0.85,2026-05-13 15:18:48.621154,Anger,164,True,True,False,10,Tuesday,Morning,83,13,4,False,False,False,0.3076923076923077,False,Walla,Left,2025-06-17,25,10,Morning,0.0,0.0,0.0
178,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542895#utm_source=RSS,"האזהרה של מנהל רשות המסים, והגזירות שיחזרו לשולחן על משקיעי הנדל""ן","אהרונוביץ' התייחס השבוע לנתון לפיו הכנסות המדינה ממיסוי מקרקעין צנחו ב־31% באפריל, איתות מדאיג לדבריו להמשך הקיפאון בשוק הדיור • עוד אמר כי חוסר ההכרעה סביב הוראת השעה שמותירה את מס הרכישה על דירה נוספת ברמתו עלול לגרום שוב להאטה בעסקאות • וגם: צעדי המס שברשות רוצים לקדם בחוק ההסדרים הבא",2026-05-13 14:30:00,Politics,Neutral,0.9974,0.0026,0.9974,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,fear,0.75,"[{""name"": ""Tax Authority"", ""type"": ""organization""}, {""name"": ""Israel"", ""type"": ""location""}]",Real estate taxation decline,Economic Affairs,0.85,2026-05-13 15:18:48.625783,Fear,288,True,True,False,14,Wednesday,Afternoon,66,11,2,False,False,False,0.1818181818181818,False,Globes,Center,2026-05-13,20,14,Afternoon,-0.0026,0.0,-0.0026
179,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542817#utm_source=RSS,"צה""ל: גל תקיפות נגד תשתיות חיזבאללה במספר מרחבים בדרום לבנון","הערכה: ישראל שחקה משמעותית את יכולתה של איראן לייצר נשק גרעיני • ""ניו יורק טיימס"": לאיראן יש גישה לרוב אתרי שיגור הטילים שלה • משפחות שכולות זעמו: המילים שנמחקו מחוק ועדת החקירה לטבח ה-7 באוקטובר • דובר צה""ל בערבית הוציא התרעת פינוי ל-6 כפרים בדרום לבנון • הרשתות באיראן בצל החשש מהסלמה: ""ההוצאות להורג מתגברות"" • טראמפ: ""לא יהיה לאיראן נשק גרעיני, ב-100%"" • עדכונים שוטפים",2026-05-13 15:00:00,Politics + Security,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anger,0.8,"[{""name"": ""IDF"", ""type"": ""organization""}, {""name"": ""Hezbollah"", ""type"": ""organization""}, {""name"": ""Iran"", ""type"": ""location""}, {""name"": ""Southern Lebanon"", ""type"": ""location""}, {""name"": ""Donald Trump"", ""type"": ""person""}]",Hezbollah infrastructure strikes,Lebanon & Hezbollah,0.85,2026-05-13 15:18:48.630022,Anger,373,True,True,False,15,Wednesday,Afternoon,60,10,5,False,False,False,0.5,False,Globes,Center,2026-05-13,20,15,Afternoon,0.0,0.0,0.0
180,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542819#utm_source=RSS,"מגמה מעורבת בוול סטריט; הישראלית שצוללת ב-20%, וזו שמזנקת","הדאו ג'ונס יורד בכ-0.6%, הנאסד""ק מטפס • אחרי שהאינפלציה בארה""ב טיפסה לשיא של שלוש שנים - גם המחירים ברמה הסיטונאית קפצו בחדות באפריל • המשקיעים יעקבו מקרוב אחר ביקורו של הנשיא טראמפ בסין, אליו התלוו המנכ""לים של אנבידיה, אפל וטסלה • והאזהרה של מנכ""ל ארמקו, מפיקת הנפט הגדולה בעולם, לגבי שוק האנרגיה",2026-05-13 15:10:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,neutral,0.5,"[{""name"": ""Dow Jones"", ""type"": ""organization""}, {""name"": ""NASDAQ"", ""type"": ""organization""}, {""name"": ""United States"", ""type"": ""location""}, {""name"": ""China"", ""type"": ""location""}, {""name"": ""Trump"", ""type"": ""person""}]",stock market movements and economic trends,Economic Affairs,0.95,2026-05-13 15:18:48.634194,Neutral,297,True,True,False,15,Wednesday,Afternoon,57,9,5,False,False,False,0.5555555555555556,False,Globes,Center,2026-05-13,20,15,Afternoon,0.0,0.0,0.0
181,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542827#utm_source=RSS,טראמפ עומד לגלות: סין השתנתה מאוד מאז הפגישה האחרונה,"עשור לאחר ביקורו האחרון של טראמפ, בייג'ינג מתבצרת בעמדתה בנושאי הליבה של חילוקי הדעות עם ארה""ב, למרות חולשות מבית • איך יושפעו הדיונים על הסכמי המכסים בין המדינות, השליטה בטיוואן והמלחמה במזה""ת",2026-05-13 13:26:00,Security,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anticipation,0.7,"[{""name"": ""Donald Trump"", ""type"": ""person""}, {""name"": ""China"", ""type"": ""location""}, {""name"": ""United States"", ""type"": ""location""}, {""name"": ""Taiwan"", ""type"": ""location""}]",US-China diplomatic tensions,International Diplomacy,0.85,2026-05-13 15:18:48.638650,Anticipation,193,True,True,False,13,Wednesday,Afternoon,52,9,4,False,False,False,0.4444444444444444,False,Globes,Center,2026-05-13,20,13,Afternoon,0.0,0.0,0.0
182,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542886#utm_source=RSS,"בגרמניה מדווחים: מנכ״ל רפאל הגיע לקדם עסקת ענק עם פולקסווגן לייצור ""כיפת ברזל""","לפי הדיווחים בגרמניה, רפאל ופולקסווגן כבר גיבשו הסכם כתוב להקמת מיזם משותף שייצר משאיות וחלקים למערכות הגנה אווירית, בהן כיפת ברזל ומגן אור • המהלך עשוי להציל אלפי משרות במפעל פולקסווגן באוסנבריק, שצפוי להיסגר ב־2027, ולחזק את שיתוף הפעולה הביטחוני בין ישראל לגרמניה",2026-05-13 14:01:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anticipation,0.75,"[{""name"": ""Rafael"", ""type"": ""organization""}, {""name"": ""Volkswagen"", ""type"": ""organization""}, {""name"": ""Germany"", ""type"": ""location""}, {""name"": ""Iron Dome"", ""type"": ""event""}]",Defense manufacturing partnership,International Diplomacy,0.85,2026-05-13 15:18:48.643500,Anticipation,266,True,True,False,14,Wednesday,Afternoon,78,13,4,False,False,False,0.3076923076923077,False,Globes,Center,2026-05-13,20,14,Afternoon,0.0,0.0,0.0
183,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542856#utm_source=RSS,"בתוך שעתיים, שתי ענקיות תעופה זרות סיפקו בשורה למי שתכנן חופשה בקיץ","קבוצת לופטהנזה הודיעה על חידוש הדרגתי של פעילותה בישראל החל מחודש יוני, לאחר כחודשיים של השעיית טיסות על רקע המצב הביטחוני • וויזאייר הודיעה על חזרה לפעילות בישראל החל מ-28 במאי • ההודעה מגיעה יממה לאחר שה-EASA עדכנה את אזהרת הטיסה שלה למזרח התיכון והקלה את ההמלצות הנוגעות לישראל • האם כעת חברות תעופה אירופיות נוספות ישובו לארץ?",2026-05-13 13:49:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Positive,0.7558,0.0001,0.2441,0.7558,dicta-il/dictabert-sentiment,joy,0.7,"[{""name"": ""Lufthansa Group"", ""type"": ""organization""}, {""name"": ""Wizz Air"", ""type"": ""organization""}, {""name"": ""Israel"", ""type"": ""location""}, {""name"": ""EASA"", ""type"": ""organization""}, {""name"": ""Europe"", ""type"": ""location""}]",International airlines resume Israeli operations,Economic Affairs,0.85,2026-05-13 15:18:48.648074,Joy,330,True,True,False,13,Wednesday,Afternoon,67,12,5,False,False,False,0.4166666666666667,False,Globes,Center,2026-05-13,20,13,Afternoon,0.0,0.7557,-0.7557
184,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542910#utm_source=RSS,מכללת ספיר מקימה קמפוס חדש בהשקעה של 130 מיליון שקל,"הקמפוס החדש של מכללת ספיר ייבנה סמוך לתחנת הרכבת שדרות, במטרה ליצור רצף בין אקדמיה, תעשייה ומרכזי חדשנות • בצפון משיקים את פסטיבל האביב השנתי של הגליל המערבי, ובביה""ח שיבא משיקים פיתוח מיוחד לשיקום פצועים בשיתוף עם HIT מכון טכנולוגי חולון • אירועים ומינויים",2026-05-13 15:11:00,Security,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,pride,0.7,"[{""name"": ""Sapir Academic College"", ""type"": ""organization""}, {""name"": ""Sderot"", ""type"": ""location""}, {""name"": ""Western Galilee"", ""type"": ""location""}, {""name"": ""Shiba Medical Center"", ""type"": ""organization""}, {""name"": ""Holon Institute of Technology"", ""type"": ""organization""}]",Academic campus expansion,Economic Affairs,0.75,2026-05-13 15:18:48.652485,Pride,257,True,True,False,15,Wednesday,Afternoon,51,10,5,False,False,False,0.5,False,Globes,Center,2026-05-13,20,15,Afternoon,0.0,0.0,0.0
185,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542864#utm_source=RSS,סמוטריץ' מכחיש: גיל הפרישה לא יעלה ל-70,"שר האוצר, בצלאל סמוטריץ', הבהיר כי אין מתכננים באוצר רפורמה בגיל הפרישה וגם לא בנוגע לפטור ממע""מ באילת",2026-05-13 13:30:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,neutral,0.3,"[{""name"": ""Bezalel Smotrich"", ""type"": ""person""}, {""name"": ""Ministry of Finance"", ""type"": ""organization""}]",Retirement age reform denial,Economic Affairs,0.8,2026-05-13 15:18:48.656816,Neutral,102,True,True,False,13,Wednesday,Afternoon,39,7,2,False,False,False,0.2857142857142857,False,Globes,Center,2026-05-13,20,13,Afternoon,0.0,0.0,0.0
186,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542863#utm_source=RSS,המתנגדים לתוכנית גלילות דרום: המדינה מתעשרת על חשבוננו,"בעלי קרקע, עיריית רמת השרון וארגונים חברתיים נערכים לדיוני ההתנגדויות באחת מתוכניות הבנייה הגדולות בישראל • שלושה פועלי בניין נהרגו מאז תחילת השבוע בתאונות באתרים ברחבי הארץ • וגם: העתירה שהוגשה לבג""ץ נגד מינוי מנהל רמ""י יהודה אליהו, וההשקעות החדשות של המוסדיים • חדשות השבוע בנדל""ן",2026-05-13 13:56:00,Politics + Security,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,Negative,1.0,1.0,0.0,0.0,dicta-il/dictabert-sentiment,anger,0.75,"[{""name"": ""Ramat HaSharon Municipality"", ""type"": ""organization""}, {""name"": ""Supreme Court of Justice"", ""type"": ""organization""}, {""name"": ""Israel"", ""type"": ""location""}]",southern neighborhood development plan opposition,Domestic Politics,0.72,2026-05-13 15:18:48.661004,Anger,282,True,True,False,13,Wednesday,Afternoon,54,8,3,False,False,False,0.375,True,Globes,Center,2026-05-13,20,13,Afternoon,-1.0,-1.0,0.0
187,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542769#utm_source=RSS,הלחץ על הנגיד גובר: דרגי המקצוע באוצר קוראים להורדה חדה בריבית,"הדרג המקצועי במשרד האוצר מפעיל לחץ חריג על בנק ישראל להפחית ריבית, בטענה שזהו ""הכלי היחיד"" שיכול לבלום את מגמת התחזקות השקל • באוצר מעריכים כי נתוני האינפלציה והגירעון מעניקים לנגיד אמיר ירון מרחב פעולה",2026-05-13 13:26:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,anger,0.7,"[{""name"": ""Bank of Israel"", ""type"": ""organization""}, {""name"": ""Amir Yaron"", ""type"": ""person""}, {""name"": ""Ministry of Finance"", ""type"": ""organization""}, {""name"": ""Israeli Shekel"", ""type"": ""event""}]",interest rate pressure,Economic Affairs,0.9,2026-05-13 15:18:48.665197,Anger,202,True,True,False,13,Wednesday,Afternoon,62,11,4,False,False,False,0.3636363636363636,False,Globes,Center,2026-05-13,20,13,Afternoon,0.0,0.0,0.0
188,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542840#utm_source=RSS,דוחות בזק: עלייה ברווח הנקי ואישרור של התחזית השנתית,"את הרבעון הראשון של השנה מסכמת חברת התקשורת בזק עם צמיחה של 2.6% בהכנסות הליבה לכ-2 מיליארד שקל, ומאשררת את התחזיות השנתיות הקיימות שלה • בפלאפון ירדו ההכנסות ב-1.3% ל-518 מיליון שקל • ב-yes הייתה צמיחה של 7.5% בהכנסות ל-343 מיליון שקל",2026-05-13 09:38:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,neutral,0.3,"[{""name"": ""Bezek"", ""type"": ""organization""}, {""name"": ""Pelephone"", ""type"": ""organization""}, {""name"": ""Yes"", ""type"": ""organization""}]",quarterly earnings report,Economic Affairs,0.95,2026-05-13 15:18:48.669506,Neutral,235,True,True,False,9,Wednesday,Morning,52,9,3,False,False,False,0.3333333333333333,False,Globes,Center,2026-05-13,20,9,Morning,0.0,0.0,0.0
189,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542855#utm_source=RSS,לאחר כמעט 20 שנה: אור עופר פורש מסימילרווב,"מייסד ומנכ""ל סימילרווב מגבעתיים, אור עופר, הודיע על כוונתו לפרוש מניהול החברה בעוד שנה • בתוך כך, סימילרווב דיווחה היום על עלייה של 10% בהכנסות ברבעון הראשון ביחס לרבעון המקביל אשתקד ל-73.9 מיליון דולר, כאשר ההפסד הנקי ירד מ-9.2 מיליון דולר ל-6.3 מיליון דולר.",2026-05-13 11:16:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,neutral,0.4,"[{""name"": ""Or Offer"", ""type"": ""person""}, {""name"": ""SimilarWeb"", ""type"": ""organization""}, {""name"": ""Givatayim"", ""type"": ""location""}]",CEO retirement announcement,Economic Affairs,0.85,2026-05-13 15:18:48.673899,Neutral,259,True,True,False,11,Wednesday,Morning,42,8,3,False,False,False,0.375,False,Globes,Center,2026-05-13,20,11,Morning,0.0,0.0,0.0
190,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542837#utm_source=RSS,עולה על הרדאר של המשקיעים הזרים: חברת הביטוח שנכנסת למדד יוקרתי,"חברת המדדים הבינלאומית MSCI הודיעה כי הראל תצטרף למדד MSCI Israel בסוף במאי • המניה, שרשמה זינוק מרשים מתחילת השנה, צפויה ליהנות מזרם השקעות זר • מצטרפות נוספות למדד הן אנלייט ואו.פי.סי אנרגיה; מאנדיי ונייס נגרעות",2026-05-13 10:09:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,joy,0.7,"[{""name"": ""MSCI"", ""type"": ""organization""}, {""name"": ""Harel"", ""type"": ""organization""}, {""name"": ""Analyt"", ""type"": ""organization""}, {""name"": ""OPC Energy"", ""type"": ""organization""}, {""name"": ""Monday"", ""type"": ""organization""}]",insurance company index inclusion,Economic Affairs,0.9,2026-05-13 15:18:48.678540,Joy,213,True,True,False,10,Wednesday,Morning,63,11,5,False,False,False,0.4545454545454545,False,Globes,Center,2026-05-13,20,10,Morning,0.0,0.0,0.0
191,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542787#utm_source=RSS,"המנכ""ל שכמעט היה רמטכ""ל והמשפחה שתרוויח מיליארדים מההנפקה החדשה","בגירה, חברת הסימולטורים הצבאיים של אריה מזרחי, לשעבר יו""ר תע""ש, ושני בניו, תנסה לנצל את העניין הגובר בשוק הביטחוני כדי למכור מניות לציבור לפי שווי שאפתני של כ־4 מיליארד שקל, על רקע צמיחה מהירה בהכנסות וברווחים • כמה ירוויח מנכ""ל הפעילות הישראלית שכמעט היה רמטכ""ל, והאם הגאות במניות הביטחוניות, שהצטננה לאחרונה, תספק הצדקה למכפיל הגבוה (40) אליו היא מכוונת?",2026-05-13 02:47:00,Politics + Security,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,surprise,0.7,"[{""name"": ""Arie Mizrahi"", ""type"": ""person""}, {""name"": ""Bagira"", ""type"": ""organization""}, {""name"": ""Israeli Security Market"", ""type"": ""organization""}]",Defense contractor IPO valuation,Economic Affairs,0.85,2026-05-13 15:18:48.683988,Surprise,356,True,True,False,2,Wednesday,Night,63,9,3,False,False,False,0.3333333333333333,False,Globes,Center,2026-05-13,20,2,Night,0.0,0.0,0.0
192,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542717#utm_source=RSS,הריבית הריאלית בישראל היא הגבוהה במערב. מתי היא תרד?,"בזמן שבמערב הריבית הריאלית אפסית או שלילית, בישראל היא עומדת על 1.7% • החששות מאינפלציה והגירעון הממשלתי מאלצים את בנק ישראל לשמור על מדיניות שמרנית • המומחים מנתחים: מתי תרד הריבית, ואיך היא משפיעה בינתיים על ענף הנדל""ן ועל השקל?",2026-05-13 02:59:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,fear,0.65,"[{""name"": ""Bank of Israel"", ""type"": ""organization""}, {""name"": ""Israel"", ""type"": ""location""}]",interest rates and inflation concerns,Economic Affairs,0.92,2026-05-13 15:18:48.688942,Fear,230,True,True,False,2,Wednesday,Night,52,9,2,True,True,False,0.2222222222222222,False,Globes,Center,2026-05-13,20,2,Night,0.0,0.0,0.0
193,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542758#utm_source=RSS,זאת הבורסה הטובה בעולם. ככה תחשפו אליה,"הזינוק החד במדד הקוספי, בהובלת מניות השבבים והבינה המלאכותית, הפך את קוריאה הדרומית לאחד השווקים הלוהטים בעולם • אף שהמוסדיים בישראל כמעט ואינם מחזיקים ישירות במניות קוריאניות, החוסכים המקומיים כבר חשופים אליהן דרך קרנות הפנסיה וההשתלמות, ומי שמבקש חשיפה ממוקדת יותר יכול לעשות זאת באמצעות קרנות סל ייעודיות",2026-05-13 02:56:00,Politics + Security,Neutral,0.9998,0.0,0.9998,0.0002,dicta-il/dictabert-sentiment,Positive,1.0,0.0,0.0,1.0,dicta-il/dictabert-sentiment,anticipation,0.7,"[{""name"": ""South Korea"", ""type"": ""location""}, {""name"": ""KOSPI"", ""type"": ""event""}]",South Korean stock market investment,Economic Affairs,0.95,2026-05-13 15:18:48.693203,Anticipation,307,True,True,False,2,Wednesday,Night,38,7,2,False,False,False,0.2857142857142857,False,Globes,Center,2026-05-13,20,2,Night,0.0002,1.0,-0.9998
194,globes,Hebrew,https://www.globes.co.il/news/article.aspx?did=1001542824#utm_source=RSS,Wix הציגה רבעון פושר אך משאירה את התחזית השנתית ללא שינוי,"החברה השיקה מודל שפה גדול (LLM) משל עצמה, והמנכ""ל אבישי אברהמי מציין כי ההשקה תיתן לה יתרון תחרותי משמעותי ושליטה גבוהה יותר על העלויות • מניית Wix ירדה ב-5% במסחר המאוחר בוול סטריט",2026-05-13 07:18:00,Politics,Neutral,1.0,0.0,1.0,0.0,dicta-il/dictabert-sentiment,Negative,0.9999,0.9999,0.0001,0.0,dicta-il/dictabert-sentiment,neutral,0.5,"[{""name"": ""Wix"", ""type"": ""organization""}, {""name"": ""Avishay Abrahami"", ""type"": ""person""}, {""name"": ""Wall Street"", ""type"": ""location""}]",Company earnings and AI development,Economic Affairs,0.85,2026-05-13 15:18:48.697521,Neutral,181,True,True,False,7,Wednesday,Morning,57,11,3,False,False,False,0.2727272727272727,False,Globes,Center,2026-05-13,20,7,Morning,0.0,-0.9999,0.9999
195,jpost,English,https://www.jpost.com/israel-news/article-896017,"Netanyahu's Iran expectations are 'far from reality,' former PM Ehud Barak says","Barak voiced concerns over Netanyahu's handling of national security, notably regarding military action against Iran and Israel's broader geopolitical goals.",2026-05-13 12:38:40,Politics + Security,Negative,0.7255,0.7255,0.2673,0.0072,cardiffnlp/twitter-roberta-base-sentiment-latest,Negative,0.6908,0.6908,0.3006,0.0087,cardiffnlp/twitter-roberta-base-sentiment-latest,anger,0.7,"[{""name"": ""Benjamin Netanyahu"", ""type"": ""person""}, {""name"": ""Ehud Barak"", ""type"": ""person""}, {""name"": ""Iran"", ""type"": ""location""}]",Iran policy criticism,Iran-Israel Relations,0.9,2026-05-13 15:18:48.701800,Anger,157,True,True,False,12,Wednesday,Afternoon,79,12,3,False,False,False,0.25,True,Jerusalem Post,Center-Right,2026-05-13,20,12,Afternoon,-0.7183,-0.6820999999999999,-0.03620000000000012
196,jpost,English,https://www.jpost.com/israel-news/defense-news/article-896068,"IDF preparing plan to return to Gaza fighting, depending on Iran ceasefire deal",A security source told Walla that signing a last-minute agreement with the Ayatollahs' regime could bring Israel closer to resuming fighting against Hamas in Gaza.,2026-05-13 17:25:40,Security,Neutral,0.9083,0.0357,0.9083,0.056,cardiffnlp/twitter-roberta-base-sentiment-latest,Neutral,0.8382,0.1269,0.8382,0.0349,cardiffnlp/twitter-roberta-base-sentiment-latest,anticipation,0.7,"[{""name"": ""IDF"", ""type"": ""organization""}, {""name"": ""Iran"", ""type"": ""location""}, {""name"": ""Hamas"", ""type"": ""organization""}, {""name"": ""Gaza"", ""type"": ""location""}, {""name"": ""Israel"", ""type"": ""location""}]",Gaza military operations planning,Iran-Israel Relations,0.75,2026-05-13 15:18:48.705911,Anticipation,163,True,True,False,17,Wednesday,Evening,79,13,5,False,False,True,0.3846153846153846,False,Jerusalem Post,Center-Right,2026-05-13,20,17,Evening,0.0203,-0.09200000000000001,0.11230000000000001
197,jpost,English,https://www.jpost.com/israel-news/defense-news/article-896070,IDF testing counter-drone technologies ahead of security meeting on rising drone threat,A security source reported that efforts are underway around the clock to develop solutions to be presented to Defense Minister Israel Katz.,2026-05-13 16:50:33,Politics + Security,Neutral,0.9071,0.02,0.9071,0.0729,cardiffnlp/twitter-roberta-base-sentiment-latest,Neutral,0.8533,0.0909,0.8533,0.0558,cardiffnlp/twitter-roberta-base-sentiment-latest,anticipation,0.65,"[{""name"": ""IDF"", ""type"": ""organization""}, {""name"": ""Israel Katz"", ""type"": ""person""}, {""name"": ""Israel"", ""type"": ""location""}]",counter-drone technology development,Security Operations,0.92,2026-05-13 15:18:48.710249,Anticipation,139,True,True,False,16,Wednesday,Afternoon,87,12,3,False,False,True,0.25,False,Jerusalem Post,Center-Right,2026-05-13,20,16,Afternoon,0.0529,-0.03509999999999999,0.088
198,jpost,English,https://www.jpost.com/middle-east/iran-news/article-896072,Chinese supertanker breaks through US-Iran war blockade in Hormuz,"The Chinese supertanker Yuan Hua Hu crosses the Strait of Hormuz after months of delay, carrying nearly 2 million barrels of Iraqi crude, as US-Iran tensions continue to shape the Gulf.",2026-05-13 16:56:49,Security,Neutral,0.8624,0.1004,0.8624,0.0372,cardiffnlp/twitter-roberta-base-sentiment-latest,Neutral,0.8608,0.0884,0.8608,0.0508,cardiffnlp/twitter-roberta-base-sentiment-latest,tension,0.7,"[{""name"": ""China"", ""type"": ""location""}, {""name"": ""United States"", ""type"": ""location""}, {""name"": ""Iran"", ""type"": ""location""}, {""name"": ""Iraq"", ""type"": ""location""}, {""name"": ""Strait of Hormuz"", ""type"": ""location""}]",US-Iran tensions and shipping disruption,Iran-Israel Relations,0.75,2026-05-13 15:18:48.714550,Tension,185,True,True,False,16,Wednesday,Afternoon,65,9,5,False,False,False,0.5555555555555556,False,Jerusalem Post,Center-Right,2026-05-13,20,16,Afternoon,-0.0632,-0.03760000000000001,-0.025599999999999998
199,jpost,English,https://www.jpost.com/israel-news/defense-news/article-896066,Israel concerned potential Trump-Iran deal may come with unwanted concessions - CNN,"“The primary concern is that Trump will grow tired of talks and cut a deal – any deal – with last-minute concessions,” one source told CNN.",2026-05-13 16:42:50,Security,Negative,0.6002,0.6002,0.3899,0.0099,cardiffnlp/twitter-roberta-base-sentiment-latest,Negative,0.5478,0.5478,0.4407,0.0115,cardiffnlp/twitter-roberta-base-sentiment-latest,fear,0.75,"[{""name"": ""Israel"", ""type"": ""location""}, {""name"": ""Donald Trump"", ""type"": ""person""}, {""name"": ""Iran"", ""type"": ""location""}]",Trump-Iran nuclear negotiations,Iran-Israel Relations,0.95,2026-05-13 15:18:48.718784,Fear,139,True,True,False,16,Wednesday,Afternoon,83,12,3,False,False,False,0.25,True,Jerusalem Post,Center-Right,2026-05-13,20,16,Afternoon,-0.5902999999999999,-0.5363,-0.05399999999999994
200,jpost,English,https://www.jpost.com/middle-east/iran-news/article-895973,"Iran retains access to majority of missile launch sites, US intelligence shows - report","According to The New York Times, Iran can also use the missile stockpiles in non-operational sites by transferring them via mobile launchers.",2026-05-13 01:55:19,Security,Neutral,0.9259,0.0139,0.9259,0.0602,cardiffnlp/twitter-roberta-base-sentiment-latest,Neutral,0.9308,0.023,0.9308,0.0463,cardiffnlp/twitter-roberta-base-sentiment-latest,fear,0.75,"[{""name"": ""Iran"", ""type"": ""location""}, {""name"": ""United States"", ""type"": ""location""}, {""name"": ""The New York Times"", ""type"": ""organization""}]",Iranian missile capability assessment,Iran-Israel Relations,0.85,2026-05-13 15:18:48.723264,Fear,141,True,True,False,1,Wednesday,Night,87,14,3,False,False,False,0.2142857142857142,False,Jerusalem Post,Center-Right,2026-05-13,20,1,Night,0.046299999999999994,0.0233,0.022999999999999993
