article_id,entity_name,entity_type,source,language,topic,topic_master,topic_label,sentiment_label,sentiment_score,sentiment_neg_score,sentiment_neu_score,sentiment_pos_score,headline_sentiment_label,headline_sentiment_score,headline_sentiment_neg_score,headline_sentiment_neu_score,headline_sentiment_pos_score,emotion_label_clean,published_at,time_period,day_of_week,is_duplicate,has_quality_snippet,source_label,source_lean,date,sentiment_intensity,headline_intensity,sentiment_divergence
81,Mark Zuckerberg,Person,ynet,Hebrew,politics,Other,AI automation and layoffs,Neutral,1.0,0.0,1.0,0.0,Neutral,0.967,0.033,0.967,0.0,anger,2026-05-10 14:40:42,Afternoon,Sunday,False,True,Ynet,Center-Left,2026-05-10,0.0,-0.033,0.033
81,Meta,Organization,ynet,Hebrew,politics,Other,AI automation and layoffs,Neutral,1.0,0.0,1.0,0.0,Neutral,0.967,0.033,0.967,0.0,anger,2026-05-10 14:40:42,Afternoon,Sunday,False,True,Ynet,Center-Left,2026-05-10,0.0,-0.033,0.033
81,Instagram,Organization,ynet,Hebrew,politics,Other,AI automation and layoffs,Neutral,1.0,0.0,1.0,0.0,Neutral,0.967,0.033,0.967,0.0,anger,2026-05-10 14:40:42,Afternoon,Sunday,False,True,Ynet,Center-Left,2026-05-10,0.0,-0.033,0.033
82,ChatGPT,Organization,ynet,Hebrew,politics,Other,AI bias and geographic localization,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-08 07:34:45,Morning,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0,0.0,0.0
82,Whitebox,Organization,ynet,Hebrew,politics,Other,AI bias and geographic localization,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-08 07:34:45,Morning,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0,0.0,0.0
82,Israel,Location,ynet,Hebrew,politics,Other,AI bias and geographic localization,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-08 07:34:45,Morning,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0,0.0,0.0
82,United States,Location,ynet,Hebrew,politics,Other,AI bias and geographic localization,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-08 07:34:45,Morning,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0,0.0,0.0
82,Turkey,Location,ynet,Hebrew,politics,Other,AI bias and geographic localization,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-08 07:34:45,Morning,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0,0.0,0.0
83,Claude,Organization,ynet,Hebrew,politics,Other,AI personal assistants adoption,Neutral,0.9999,0.0,0.9999,0.0001,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-08 00:00:00,Night,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0001,0.0,0.0001
83,Israel,Location,ynet,Hebrew,politics,Other,AI personal assistants adoption,Neutral,0.9999,0.0,0.9999,0.0001,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-08 00:00:00,Night,Friday,False,True,Ynet,Center-Left,2026-05-08,0.0001,0.0,0.0001
84,Garmin,Organization,ynet,Hebrew,politics,Other,smartwatch product review,Positive,0.814,0.0,0.186,0.814,Neutral,1.0,0.0,1.0,0.0,neutral,2026-05-07 16:52:14,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.814,0.0,0.814
84,Garmin Venu 4,Event,ynet,Hebrew,politics,Other,smartwatch product review,Positive,0.814,0.0,0.186,0.814,Neutral,1.0,0.0,1.0,0.0,neutral,2026-05-07 16:52:14,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.814,0.0,0.814
85,United Arab Emirates,Location,ynet,Hebrew,politics,Economic Affairs,Global AI adoption trends,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-07 15:58:10,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,0.0,0.0
85,Microsoft,Organization,ynet,Hebrew,politics,Economic Affairs,Global AI adoption trends,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-07 15:58:10,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,0.0,0.0
85,Israel,Location,ynet,Hebrew,politics,Economic Affairs,Global AI adoption trends,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-07 15:58:10,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,0.0,0.0
85,Asia,Location,ynet,Hebrew,politics,Economic Affairs,Global AI adoption trends,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-07 15:58:10,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,0.0,0.0
86,Google,Organization,ynet,Hebrew,politics,Other,Google privacy and AI practices,Neutral,0.9999,0.0001,0.9999,0.0001,Negative,1.0,1.0,0.0,0.0,anger,2026-05-07 13:07:51,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,-1.0,1.0
86,Chrome,Organization,ynet,Hebrew,politics,Other,Google privacy and AI practices,Neutral,0.9999,0.0001,0.9999,0.0001,Negative,1.0,1.0,0.0,0.0,anger,2026-05-07 13:07:51,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,-1.0,1.0
86,Reddit,Organization,ynet,Hebrew,politics,Other,Google privacy and AI practices,Neutral,0.9999,0.0001,0.9999,0.0001,Negative,1.0,1.0,0.0,0.0,anger,2026-05-07 13:07:51,Afternoon,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.0,-1.0,1.0
87,Google,Organization,ynet,Hebrew,politics,Other,Free AI tool capabilities,Neutral,0.7596,0.0002,0.7596,0.2402,Positive,0.9935,0.0065,0.0,0.9935,anticipation,2026-05-07 09:50:50,Morning,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.24,0.9870000000000001,-0.7470000000000001
87,Gemini,Organization,ynet,Hebrew,politics,Other,Free AI tool capabilities,Neutral,0.7596,0.0002,0.7596,0.2402,Positive,0.9935,0.0065,0.0,0.9935,anticipation,2026-05-07 09:50:50,Morning,Thursday,False,True,Ynet,Center-Left,2026-05-07,0.24,0.9870000000000001,-0.7470000000000001
88,Apple,Organization,ynet,Hebrew,politics,Other,Apple legal settlement compensation,Neutral,1.0,0.0,1.0,0.0,Negative,1.0,1.0,0.0,0.0,neutral,2026-05-06 14:55:33,Afternoon,Wednesday,False,True,Ynet,Center-Left,2026-05-06,0.0,-1.0,1.0
88,United States,Location,ynet,Hebrew,politics,Other,Apple legal settlement compensation,Neutral,1.0,0.0,1.0,0.0,Negative,1.0,1.0,0.0,0.0,neutral,2026-05-06 14:55:33,Afternoon,Wednesday,False,True,Ynet,Center-Left,2026-05-06,0.0,-1.0,1.0
89,Claude,Organization,ynet,Hebrew,both,Other,AI chatbot misinformation detection,Neutral,0.6928,0.3049,0.6928,0.0023,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-05 14:36:38,Afternoon,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.3026,0.0,-0.3026
89,Anthropic,Organization,ynet,Hebrew,both,Other,AI chatbot misinformation detection,Neutral,0.6928,0.3049,0.6928,0.0023,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-05 14:36:38,Afternoon,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.3026,0.0,-0.3026
89,NewsGuard,Organization,ynet,Hebrew,both,Other,AI chatbot misinformation detection,Neutral,0.6928,0.3049,0.6928,0.0023,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-05 14:36:38,Afternoon,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.3026,0.0,-0.3026
89,Russia,Location,ynet,Hebrew,both,Other,AI chatbot misinformation detection,Neutral,0.6928,0.3049,0.6928,0.0023,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-05 14:36:38,Afternoon,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.3026,0.0,-0.3026
89,Iran,Location,ynet,Hebrew,both,Other,AI chatbot misinformation detection,Neutral,0.6928,0.3049,0.6928,0.0023,Neutral,1.0,0.0,1.0,0.0,surprise,2026-05-05 14:36:38,Afternoon,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.3026,0.0,-0.3026
90,Donald Trump,Person,ynet,Hebrew,security,Iran-Israel Relations,Iran economic collapse claims,Negative,0.9986,0.9986,0.0013,0.0,Neutral,0.9994,0.0006,0.9994,0.0,surprise,2026-05-05 09:11:57,Morning,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.9986,-0.0006,-0.998
90,Iran,Location,ynet,Hebrew,security,Iran-Israel Relations,Iran economic collapse claims,Negative,0.9986,0.9986,0.0013,0.0,Neutral,0.9994,0.0006,0.9994,0.0,surprise,2026-05-05 09:11:57,Morning,Tuesday,False,True,Ynet,Center-Left,2026-05-05,-0.9986,-0.0006,-0.998
91,United States,Location,ynet,Hebrew,politics,Other,Meta lawsuit regulatory restrictions,Neutral,0.9999,0.0,0.9999,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-04 08:45:59,Morning,Monday,False,True,Ynet,Center-Left,2026-05-04,0.0,0.0,0.0
91,Meta,Organization,ynet,Hebrew,politics,Other,Meta lawsuit regulatory restrictions,Neutral,0.9999,0.0,0.9999,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-04 08:45:59,Morning,Monday,False,True,Ynet,Center-Left,2026-05-04,0.0,0.0,0.0
91,Facebook,Organization,ynet,Hebrew,politics,Other,Meta lawsuit regulatory restrictions,Neutral,0.9999,0.0,0.9999,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-04 08:45:59,Morning,Monday,False,True,Ynet,Center-Left,2026-05-04,0.0,0.0,0.0
91,Instagram,Organization,ynet,Hebrew,politics,Other,Meta lawsuit regulatory restrictions,Neutral,0.9999,0.0,0.9999,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-04 08:45:59,Morning,Monday,False,True,Ynet,Center-Left,2026-05-04,0.0,0.0,0.0
91,New Mexico,Location,ynet,Hebrew,politics,Other,Meta lawsuit regulatory restrictions,Neutral,0.9999,0.0,0.9999,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-04 08:45:59,Morning,Monday,False,True,Ynet,Center-Left,2026-05-04,0.0,0.0,0.0
92,Apple,Organization,ynet,Hebrew,politics,Legal & Judicial,Apple settlement iPhone throttling,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,joy,2026-04-30 18:38:42,Evening,Thursday,False,True,Ynet,Center-Left,2026-04-30,0.0,0.0,0.0
92,Israel,Location,ynet,Hebrew,politics,Legal & Judicial,Apple settlement iPhone throttling,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,joy,2026-04-30 18:38:42,Evening,Thursday,False,True,Ynet,Center-Left,2026-04-30,0.0,0.0,0.0
92,Tel Aviv District Court,Organization,ynet,Hebrew,politics,Legal & Judicial,Apple settlement iPhone throttling,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,joy,2026-04-30 18:38:42,Evening,Thursday,False,True,Ynet,Center-Left,2026-04-30,0.0,0.0,0.0
93,Ministry of Education,Organization,walla,Hebrew,politics,Other,School holiday schedule 2025-2026,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,neutral,2025-08-26 09:00:00,Morning,Tuesday,False,True,Walla,Left,2025-08-26,0.0,0.0,0.0
94,Yom Kippur,Event,walla,Hebrew,politics,Social & Civil,Yom Kippur observance guide,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,neutral,2025-09-17 16:00:00,Afternoon,Wednesday,False,True,Walla,Left,2025-09-17,0.0,0.0,0.0
94,Israel,Location,walla,Hebrew,politics,Social & Civil,Yom Kippur observance guide,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,neutral,2025-09-17 16:00:00,Afternoon,Wednesday,False,True,Walla,Left,2025-09-17,0.0,0.0,0.0
95,Benjamin Netanyahu,Person,walla,Hebrew,both,International Diplomacy,Political pressure and military impact,Neutral,0.9992,0.0008,0.9992,0.0,Negative,0.9725,0.9725,0.0275,0.0,anxiety,2026-03-29 07:35:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,-0.0008,-0.9725,0.9717
95,Donald Trump,Person,walla,Hebrew,both,International Diplomacy,Political pressure and military impact,Neutral,0.9992,0.0008,0.9992,0.0,Negative,0.9725,0.9725,0.0275,0.0,anxiety,2026-03-29 07:35:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,-0.0008,-0.9725,0.9717
95,Iran,Location,walla,Hebrew,both,International Diplomacy,Political pressure and military impact,Neutral,0.9992,0.0008,0.9992,0.0,Negative,0.9725,0.9725,0.0275,0.0,anxiety,2026-03-29 07:35:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,-0.0008,-0.9725,0.9717
95,Israel,Location,walla,Hebrew,both,International Diplomacy,Political pressure and military impact,Neutral,0.9992,0.0008,0.9992,0.0,Negative,0.9725,0.9725,0.0275,0.0,anxiety,2026-03-29 07:35:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,-0.0008,-0.9725,0.9717
95,United States,Location,walla,Hebrew,both,International Diplomacy,Political pressure and military impact,Neutral,0.9992,0.0008,0.9992,0.0,Negative,0.9725,0.9725,0.0275,0.0,anxiety,2026-03-29 07:35:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,-0.0008,-0.9725,0.9717
96,Raz Zimmt,Person,walla,Hebrew,security,Iran-Israel Relations,Iran nuclear negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,fear,2026-03-29 09:46:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
96,INSS,Organization,walla,Hebrew,security,Iran-Israel Relations,Iran nuclear negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,fear,2026-03-29 09:46:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
96,Iran,Location,walla,Hebrew,security,Iran-Israel Relations,Iran nuclear negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,fear,2026-03-29 09:46:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
96,Tehran,Location,walla,Hebrew,security,Iran-Israel Relations,Iran nuclear negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,fear,2026-03-29 09:46:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
97,Yair Lapid,Person,walla,Hebrew,politics,Coalition & Government,Opposition coalition tensions,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-03-29 10:42:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
97,Benjamin Netanyahu,Person,walla,Hebrew,politics,Coalition & Government,Opposition coalition tensions,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-03-29 10:42:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
97,Naftali Bennett,Person,walla,Hebrew,politics,Coalition & Government,Opposition coalition tensions,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-03-29 10:42:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
97,Yesh Atid,Party,walla,Hebrew,politics,Coalition & Government,Opposition coalition tensions,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-03-29 10:42:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
97,Change Bloc,Organization,walla,Hebrew,politics,Coalition & Government,Opposition coalition tensions,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-03-29 10:42:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
98,Pedro Sanchez,Person,walla,Hebrew,both,International Diplomacy,European opposition to US war policy,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-03-29 08:32:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
98,Donald Trump,Person,walla,Hebrew,both,International Diplomacy,European opposition to US war policy,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-03-29 08:32:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
98,Iran,Location,walla,Hebrew,both,International Diplomacy,European opposition to US war policy,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-03-29 08:32:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
98,Europe,Location,walla,Hebrew,both,International Diplomacy,European opposition to US war policy,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-03-29 08:32:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
98,Spain,Location,walla,Hebrew,both,International Diplomacy,European opposition to US war policy,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-03-29 08:32:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0,0.0,0.0
99,Moshe Yitzhak Cohen Katz,Person,walla,Hebrew,security,Security Operations,soldier casualty in Lebanon,Neutral,0.9978,0.0,0.9978,0.0022,Neutral,1.0,0.0,1.0,0.0,sadness,2026-03-29 06:41:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0022,0.0,0.0022
99,Battalion 890,Organization,walla,Hebrew,security,Security Operations,soldier casualty in Lebanon,Neutral,0.9978,0.0,0.9978,0.0022,Neutral,1.0,0.0,1.0,0.0,sadness,2026-03-29 06:41:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0022,0.0,0.0022
99,Paratroopers Brigade,Organization,walla,Hebrew,security,Security Operations,soldier casualty in Lebanon,Neutral,0.9978,0.0,0.9978,0.0022,Neutral,1.0,0.0,1.0,0.0,sadness,2026-03-29 06:41:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0022,0.0,0.0022
99,Southern Lebanon,Location,walla,Hebrew,security,Security Operations,soldier casualty in Lebanon,Neutral,0.9978,0.0,0.9978,0.0022,Neutral,1.0,0.0,1.0,0.0,sadness,2026-03-29 06:41:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0022,0.0,0.0022
99,IDF,Organization,walla,Hebrew,security,Security Operations,soldier casualty in Lebanon,Neutral,0.9978,0.0,0.9978,0.0022,Neutral,1.0,0.0,1.0,0.0,sadness,2026-03-29 06:41:00,Morning,Sunday,False,True,Walla,Left,2026-03-29,0.0022,0.0,0.0022
100,Benjamin Netanyahu,Person,walla,Hebrew,both,International Diplomacy,Gaza ceasefire negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-13 17:50:00,Evening,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
100,Peace Council,Organization,walla,Hebrew,both,International Diplomacy,Gaza ceasefire negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-13 17:50:00,Evening,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
100,Hamas,Organization,walla,Hebrew,both,International Diplomacy,Gaza ceasefire negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-13 17:50:00,Evening,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
101,Isaac Herzog,Person,walla,Hebrew,politics,Coalition & Government,Presidential pressure on Netanyahu pardon request,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 15:36:00,Afternoon,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
101,Benjamin Netanyahu,Person,walla,Hebrew,politics,Coalition & Government,Presidential pressure on Netanyahu pardon request,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 15:36:00,Afternoon,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
101,Knesset,Organization,walla,Hebrew,politics,Coalition & Government,Presidential pressure on Netanyahu pardon request,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 15:36:00,Afternoon,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
102,Itamar Ben-Gvir,Person,walla,Hebrew,politics,Knesset & Legislation,Muezzin Law advancement,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 15:21:00,Afternoon,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
102,Knesset,Organization,walla,Hebrew,politics,Knesset & Legislation,Muezzin Law advancement,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 15:21:00,Afternoon,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
103,Benjamin Netanyahu,Person,walla,Hebrew,politics,Coalition & Government,Netanyahu removal and draft law negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 09:53:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
103,Knesset,Organization,walla,Hebrew,politics,Coalition & Government,Netanyahu removal and draft law negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 09:53:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
103,Haredi parties,Party,walla,Hebrew,politics,Coalition & Government,Netanyahu removal and draft law negotiations,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anger,2026-05-13 09:53:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,0.0,0.0,0.0
104,Ehud Barak,Person,walla,Hebrew,politics,Domestic Politics,Election integrity threats,Negative,0.9991,0.9991,0.0008,0.0,Negative,1.0,1.0,0.0,0.0,fear,2026-05-13 08:41:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,-0.9991,-1.0,0.0009000000000000119
104,Benjamin Netanyahu,Person,walla,Hebrew,politics,Domestic Politics,Election integrity threats,Negative,0.9991,0.9991,0.0008,0.0,Negative,1.0,1.0,0.0,0.0,fear,2026-05-13 08:41:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,-0.9991,-1.0,0.0009000000000000119
104,Shin Bet,Organization,walla,Hebrew,politics,Domestic Politics,Election integrity threats,Negative,0.9991,0.9991,0.0008,0.0,Negative,1.0,1.0,0.0,0.0,fear,2026-05-13 08:41:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,-0.9991,-1.0,0.0009000000000000119
104,Israel,Location,walla,Hebrew,politics,Domestic Politics,Election integrity threats,Negative,0.9991,0.9991,0.0008,0.0,Negative,1.0,1.0,0.0,0.0,fear,2026-05-13 08:41:00,Morning,Wednesday,False,True,Walla,Left,2026-05-13,-0.9991,-1.0,0.0009000000000000119
105,Yinon Magal,Person,walla,Hebrew,politics,Coalition & Government,Draft law coalition crisis,Negative,1.0,1.0,0.0,0.0,Negative,1.0,1.0,0.0,0.0,anger,2026-05-12 22:50:00,Night,Tuesday,False,True,Walla,Left,2026-05-12,-1.0,-1.0,0.0
105,Benjamin Netanyahu,Person,walla,Hebrew,politics,Coalition & Government,Draft law coalition crisis,Negative,1.0,1.0,0.0,0.0,Negative,1.0,1.0,0.0,0.0,anger,2026-05-12 22:50:00,Night,Tuesday,False,True,Walla,Left,2026-05-12,-1.0,-1.0,0.0
105,Ultra-Orthodox,Organization,walla,Hebrew,politics,Coalition & Government,Draft law coalition crisis,Negative,1.0,1.0,0.0,0.0,Negative,1.0,1.0,0.0,0.0,anger,2026-05-12 22:50:00,Night,Tuesday,False,True,Walla,Left,2026-05-12,-1.0,-1.0,0.0
106,Donald Trump,Person,walla,Hebrew,security,International Diplomacy,Iran nuclear negotiations with China,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-12 20:52:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,0.0,0.0
106,China,Location,walla,Hebrew,security,International Diplomacy,Iran nuclear negotiations with China,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-12 20:52:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,0.0,0.0
106,Iran,Location,walla,Hebrew,security,International Diplomacy,Iran nuclear negotiations with China,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-12 20:52:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,0.0,0.0
106,United States,Location,walla,Hebrew,security,International Diplomacy,Iran nuclear negotiations with China,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-12 20:52:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,0.0,0.0
106,Taiwan,Location,walla,Hebrew,security,International Diplomacy,Iran nuclear negotiations with China,Neutral,1.0,0.0,1.0,0.0,Neutral,1.0,0.0,1.0,0.0,anticipation,2026-05-12 20:52:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,0.0,0.0
107,Naftali Bennett,Person,walla,Hebrew,both,Coalition & Government,Draft law crisis and coalition tensions,Negative,0.9999,0.9999,0.0001,0.0,Negative,1.0,1.0,0.0,0.0,anger,2026-05-12 20:00:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,-0.9999,-1.0,9.999999999998899e-05
107,Yair Lapid,Person,walla,Hebrew,both,Coalition & Government,Draft law crisis and coalition tensions,Negative,0.9999,0.9999,0.0001,0.0,Negative,1.0,1.0,0.0,0.0,anger,2026-05-12 20:00:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,-0.9999,-1.0,9.999999999998899e-05
107,Knesset,Organization,walla,Hebrew,both,Coalition & Government,Draft law crisis and coalition tensions,Negative,0.9999,0.9999,0.0001,0.0,Negative,1.0,1.0,0.0,0.0,anger,2026-05-12 20:00:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,-0.9999,-1.0,9.999999999998899e-05
108,Moshe Gafni,Person,walla,Hebrew,politics,Coalition & Government,Coalition crisis over conscription law,Neutral,1.0,0.0,1.0,0.0,Neutral,0.9999,0.0001,0.9999,0.0,anger,2026-05-12 17:25:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,-0.0001,0.0001
108,Benjamin Netanyahu,Person,walla,Hebrew,politics,Coalition & Government,Coalition crisis over conscription law,Neutral,1.0,0.0,1.0,0.0,Neutral,0.9999,0.0001,0.9999,0.0,anger,2026-05-12 17:25:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,-0.0001,0.0001
108,Degel HaTorah,Party,walla,Hebrew,politics,Coalition & Government,Coalition crisis over conscription law,Neutral,1.0,0.0,1.0,0.0,Neutral,0.9999,0.0001,0.9999,0.0,anger,2026-05-12 17:25:00,Evening,Tuesday,False,True,Walla,Left,2026-05-12,0.0,-0.0001,0.0001
